,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords
23604,,"['flight', 'rows', '36', 'economy', 'comfort', 'seats', 'row', '35', 'offer', 'legroom', 'row', '12', 'business', 'class', 'row', 'listed', 'economy', 'comfort', 'significant', 'legroom', 'row', '15', '2f3f4f', '5f', 'presence', 'electronics', 'box', 'seats']",,"['seat', 'time', 'seat', 'alreay', 'plane']",5,"['seat', 'alreay', 'plane', 'time']",4,
14668,l,"['seat', 'smaller', 'seats', 'restricted', 'legroom', 'presence', 'entertainment', 'equipment', 'box']",0.8138999938964844,"['weather', 'three_rows', 'plane', 'cold']",4,"['three_rows', 'weather', 'cold', 'plane']",4,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
14131,i,"['impressed', 'comfort', 'service', 'long', 'haul', 'flight', 'lax', 'auk']",0.786300003528595,"['lax_jfk', 'flight', 'time', 'connection', 'day', 'thing', 'service', 'time', 'flight']",9,"['thing', 'flight', 'day', 'connection', 'service', 'lax_jfk', 'time']",7,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
187,j,"['london', 'los', 'angeles', 'appalling', 'american', 'airlines', 'got', 'hour', 'late', 'lax', 'missed', 'connecting', 'flight', '12hour', 'overnight', 'wait', 'refuse', 'cup', 'coffee', 'let', 'room', 'night']",0.4997999966144562,"['london_los_angeles', 'american_airlines', 'hour_late', 'missed_connecting_flight', '12hour', 'wait', 'cup_coffee', 'room', 'night']",9,"['cup_coffee', 'missed_connecting_flight', 'wait', 'american_airlines', 'hour_late', 'london_los_angeles', 'night', '12hour', 'room']",9,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
27290,,"['55h', '55j', 'emergency', 'exit', 'seats', 'tons', 'legroom', 'seat', 'narrow', 'dark', 'journey', 'disturbed', 'people', 'going', 'toilet', 'light', 'come', 'toilet', 'door', 'opened']",,"['aircraft', 'day', 'ewr', 'seat', 'flight', 'visibility', 'legroom', 'issue', 'im_59', 'flying_solo', 'work', 'dont_mind', 'layout']",13,"['seat', 'flying_solo', 'im_59', 'ewr', 'work', 'layout', 'flight', 'issue', 'day', 'aircraft', 'visibility', 'dont_mind', 'legroom']",13,
17919,h,"['flight', 'socalled', 'dreamliner', 'nightmare', 'seat', 'width', 'pitch', 'ridiculous', 'use', 'tray', 'table', 'passenger', 'reclines', 'add', 'ife', 'box', 'one', 'able', 'ones', 'feet', 'hours', 'pure', 'torture']",0.5163000226020813,"['window', 'seat', '13a', 'review', 'seat', 'yellow_red']",6,"['seat', 'yellow_red', 'review', '13a', 'window']",5,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
14781,a,"['narrow', 'spacefoot', 'room', 'row', '15', 'exit', 'row', '14', 'exit', 'seats', 'set', 'farther', 'making', 'row', '15', 'seats', 'uncomfortableconfining', 'claustiphobic']",0.0714000016450882,[],0,[],0,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
11808,d,,0.3370000123977661,"['standard_coach', 'seat', 'padding', 'seat_cushion', 'flight', 'sitting', 'pillow', 'video_monitor', 'food', 'coach', 'air_france', 'point', 'offering']",13,"['standard_coach', 'seat', 'pillow', 'point', 'flight', 'sitting', 'video_monitor', 'air_france', 'food', 'seat_cushion', 'offering', 'padding', 'coach']",13,"flight, aircraft, plane, window, business_class, passenger, ticket, airline, cabin, luggage"
26489,,"['flying', 'seat', '50', 'times', 'prebook', 'problem', 'dramatically', 'decreasing', 'quality', 'sa', '346', 'airbus', 'aircrafts', 'pain', 'butt', 'worn', 'seat', 'defunct', 'monitors', 'loved', '346', 'series', 'especially', 'replaced', 'sa', '747', 'plane', 'saa', 'interieur', 'needs', 'attention']",,"['34l', 'window', 'seat', 'contour', 'window', 'room', 'row', '34l', 'trip', 'contour', 'window', 'leg_room', 'limited_foot_room']",13,"['seat', 'row', 'contour', 'trip', 'leg_room', 'limited_foot_room', 'window', '34l', 'room']",9,
11697,m,,0.8141000270843506,"['seat', 'legroom', 'seat', 'seat', 'end', 'seat', '42a', 'seat', 'row_41', 'reason']",10,"['row_41', 'seat', 'reason', '42a', 'end', 'legroom']",6,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
23669,,"['korean', 'air', 'best', 'economy', 'product', 'market', 'ample', 'room', 'seats', 'lots', 'legroom', 'compared', 'carriers', 'pleased', 'situation', 'dont', 'sit', 'economy']",,"['flight', 'packed_sardines', 'work', 'seating', '343_seating', 'legroom', 'pay', 'airline']",8,"['flight', 'seating', 'airline', 'packed_sardines', 'pay', '343_seating', 'work', 'legroom']",8,
14555,f,"['comfortable', 'seat', 'window', 'misaligned', 'difficult']",0.7677000164985657,"['flight_attendant', 'definitely_recommend', 'flight']",3,"['flight', 'definitely_recommend', 'flight_attendant']",3,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
3714,a,"['london', 'heathrow', 'austin', '10', 'hour', 'flight', 'boeing', '747400', 'noisy', 'cabin', 'tiny', 'screens', 'collapsing', 'headrest', 'chocolate', 'seat', 'selection', 'half', 'dozen', 'films', 'wifi', 'poor', 'food', 'choices', 'running']",0.9063000082969666,"['london_heathrow', '10_hour_flight', 'boeing_747400', 'screen', 'chocolate', 'seat', 'selection', 'dozen', 'film', 'food_choices']",10,"['seat', 'dozen', 'film', 'london_heathrow', 'screen', 'boeing_747400', 'selection', 'food_choices', '10_hour_flight', 'chocolate']",10,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
29321,,"['easily', 'uncomfortable', 'long', 'haul', 'flight', 'taken', 'flown', 'british', 'airways', 'american', 'airlines', 'united', 'delta', 'air', 'france', 'air', 'india', 'jet', 'airways', 'host', 'airlines', 'lhrjfk', 'flight', 'uncomfortable', 'one', 'huge', 'margin', 'extra', 'legroom', 'seats', 'noticeably', 'unoccupied', 'flight', 'occupy', 'told', 'shell', 'gbp', '45', 'doesnt', 'work', 'hopefully', 'return', 'jfklhr', 'flight', 'comfortable', 'boeing', '787900']",,,0,[],0,
23308,,"['emergency', 'exit', 'seats', 'leg', 'room', 'especially', 'taller', 'person', 'im', '195m', 'feet', '47', 'inches', 'wide', 'didnt', 'fit', 'seat', 'remotecontrol', 'inflight', 'entertainment', 'fitted', 'inside', 'armrest', 'making', 'seat', 'narrower', 'luckily', 'got', 'free', 'upgrade', 'economy', 'comfort', 'seat']",,"['seat', 'premium', 'sitting_near', 'exit', 'imagine', 'proximity_lavatory', 'cause', 'concern']",8,"['seat', 'exit', 'cause', 'concern', 'premium', 'imagine', 'proximity_lavatory', 'sitting_near']",8,
17290,i,"['regular', 'economy', 'seat', 'oct', '18', 'overnight', 'flight', 'comfortable', 'expected', 'coach', 'coach', 'prices', 'ba', 'refurbished', 'plane', 'ife', 'monitor', 'updated', 'selection', 'british', 'telly', 'flight', 'attendants', 'busy', 'extremely', 'efficient', 'friendly', 'price', 'complain']",0.7674000263214111,"['loudspeaker', 'row_13', 'announcement']",3,"['row_13', 'loudspeaker', 'announcement']",3,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
24684,,"['11k', 'row', 'business', 'class', 'cabin', 'one', 'throne', 'seats', 'intending', 'sleep', 'feels', 'secluded', 'private', 'away', 'galley', 'toilet', 'noise', 'walks', 'past', 'recommended']",,"['flight', 'time', 'two_hours', 'view_window', 'complain', 'leg_room', 'seat_width', 'flight', 'flight', 'map', 'tv', 'channel', 'deal']",13,"['view_window', 'tv', 'flight', 'seat_width', 'leg_room', 'deal', 'channel', 'two_hours', 'complain', 'map', 'time']",11,
11500,i,,0.6144000291824341,"['problem', 'old_days', 'pilot', 'cockpit_door', 'instrument', 'panel', 'land', 'runway', 'fun']",9,"['pilot', 'panel', 'fun', 'instrument', 'runway', 'cockpit_door', 'old_days', 'problem', 'land']",9,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
25096,,"['88d', 'gets', 'blasted', 'chilled', 'air', 'crew', 'aware', 'apologetic', 'unable', 'control', 'temperature', 'air', 'flow', 'dictated', 'toilet', 'block', 'need', 'jumper', 'two', 'blankets', 'survive', '145', 'hour', 'flight']",,"['seat', 'row_36', 'seat', 'wall']",4,"['seat', 'wall', 'row_36']",3,
23356,,"['seat', 'slightly', 'larger', 'footrestcubby', 'compared', 'seats', 'makes', 'sleeping']",,"['20th', '10_years', 'a380', 'food', 'entertainment', 'flight_attendants', 'perk', '53b', 'sleep']",9,"['sleep', 'entertainment', 'perk', 'flight_attendants', '53b', 'food', '10_years', '20th', 'a380']",9,
6686,i,"['flight', 'amazing', 'start', 'finish', 'fly', 'emirates', 'fabulous', 'hospitality', 'legs', 'flight', 'fantastic', 'staff', 'member', 'second', 'leg', 'journey', 'dubai', 'kuala', 'lumpur', 'oct', 'ek', '0344', 'gave', 'special', 'treatment', 'flight', 'daughter', '9th', 'birthday', 'kids', 'given', 'special', 'cake', 'lovely', 'glass', 'presentation', 'polaroid', 'photos', 'home', 'memories', 'staff', 'member', 'true', 'face', 'emirates', 'service', 'smile', 'amazing', 'hospitality', 'thank', 'hearts']",0.8838000297546387,"['new_york', 'food', 'taste', 'food', 'air_hostesses', 'kind', 'lady']",7,"['taste', 'lady', 'kind', 'new_york', 'food', 'air_hostesses']",6,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
12336,k,"['flew', 'dublhr', 'exhausted', 'hour', 'flight', 'didnt', 'care', 'seat', 'entertainment', 'power', 'outlets', 'aircraft', 'nice', 'leather', 'seats', 'nicer', 'green', 'cloth', 'ones', 'a330']",0.8837000131607056,"['majority', 'comment', 'seat', 'term', 'plenty_legroom', 'seat', 'service', 'flight', 'fly']",9,"['seat', 'majority', 'plenty_legroom', 'flight', 'term', 'service', 'fly', 'comment']",8,"flight, plane, window, people, class, ticket, staff, experience, way, passenger"
18393,j,"['frequently', 'travel', 'lgw', 'venice', 'love', 'old', '737', 'club', 'seats', 'hate', 'newer', '319320', 'plastic', 'extra', 'leg', 'room', 'bmi', 'aircraft', 'lack', 'ambiance', 'cabin', 'crew', 'little', 'two', 'flights', 'bothered', 'divider', 'economy', 'club', 'embarassesment', 'service', 'provided', 'differing', 'one', 'cabin', 'ba', 'airline', 'seen']",0.46889999508857727,"['class', 'seat', 'plane', 'far_worst', 'industry', 'aircraft', 'seat', 'incredibly_uncomfortable', 'older_aircraft']",9,"['seat', 'industry', 'incredibly_uncomfortable', 'far_worst', 'older_aircraft', 'aircraft', 'class', 'plane']",8,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
15582,m,"['seat', 'legroom', '56', 'leg', 'room', 'issue', 'problem', 'getting', 'personal', 'carryon', 'item', 'seat', 'cushion', 'seat', 'seat', 'seat', 'seat', 'recline', 'use', 'reclining', 'feature', 'flight', 'short', 'matter', 'seat', 'width', 'seat', 'width', 'comfortable', 'slightly', 'average', 'frame', 'seat', 'one', 'window', 'positioned', 'slightly', 'forward', 'shoulder', 'sat', 'seat', 'fuselage', 'panels', 'obstruct', 'movement', 'leaning', 'wall', 'uncomfortable']",0.29829999804496765,"['seat', '1a_1k', 'class', 'seat', 'monitor', 'class', 'seat', 'wardrobe', 'three_windows']",9,"['seat', 'three_windows', 'monitor', '1a_1k', 'class', 'wardrobe']",6,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
16651,b,"['legroom', 'door', 'eats', 'personal', 'space', 'felt', 'bit', 'cramped', 'plus', 'half', 'window', 'maybe']",0.5357000231742859,['plane'],1,['plane'],1,"plane, window, foot, flight, aisle, cabin, passenger, row, business_class, legroom"
13564,b,"['possible', 'id', '94k', 'darker', 'red', 'worse', '93b', 'issues', 'catering', 'carts', 'crew', 'passages', 'proximity', 'lavatories', 'cabin', 'stairs', 'meaning', 'movements', 'two', 'decks', 'stop', 'rest', 'bumped', 'times', 'flight', 'seat', 'passing', 'passengers', 'crew', 'one', 'worst', 'flights', 'lifeavoid', 'cost']",0.4343000054359436,"['seat', 'entertainment', 'av_boxes', 'leg_room']",4,"['av_boxes', 'seat', 'entertainment', 'leg_room']",4,"plane, window, foot, flight, aisle, cabin, passenger, row, business_class, legroom"
5922,a,"['ba662', '31st', 'march', 'ba662', '14th', 'april', 'ba', 'makes', 'think', 'quality', 'flight', 'cyprus', 'disappointing', 'terms', 'food', 'offered', 'duration', 'hours', 'acceptable', 'offer', 'two', 'cold', 'sandwiches']",0.5952000021934509,"['world_traveller', 'world_traveller', 'london_bangkok', 'check', 'staff_unhelpful', 'check_luggage', 'leg_trip', 'flight', 'plane', 'cabin_crew_professional', 'middle_eastern_airlines', 'service']",12,"['flight', 'middle_eastern_airlines', 'staff_unhelpful', 'check', 'world_traveller', 'check_luggage', 'cabin_crew_professional', 'plane', 'service', 'london_bangkok', 'leg_trip']",11,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
28680,,"['excellent', 'seat', 'requested', 'booking', 'agentthe', 'flight', 'marred', 'incredible', 'mixup', 'checkindespite', 'having', 'confirmed', 'bookings', 'new', 'zealand', 'returning', 'washington', 'dc', 'told', 'plane', 'overbooked', 'marks', 'lady', 'desk', 'clearly', 'difficult', 'position', 'offering', 'inducements', 'passengers', 'seats', 'finally', 'got', 'somebody', 'said', 'common', 'occurence', 'united', 'god']",,,0,[],0,
10730,f,,0.8672000169754028,"['flight', 'time', 'complimentary_drinks', 'bathroom', 'walk', 'headseatbring', 'pay_extra']",7,"['headseatbring', 'complimentary_drinks', 'pay_extra', 'flight', 'walk', 'time', 'bathroom']",7,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
18001,k,"['read', 'previous', 'reviews', 'seat', 'based', 'one', 'think', 'bulkhead', 'seats', 'terrible', 'admit', 'slightly', 'room', 'actual', 'seat', 'journey', 'comfortable', 'probably', 'owes', 'fact', 'epic', 'amounts', 'leg', 'room', 'one', 'reclining', 'served', 'coach', 'important', 'two', 'trolleys', 'cabin', 'reference', 'im', 'exactly', 'small', 'ft', 'tall', '180', 'lbs', 'id', 'sit', 'seat', 'day']",0.6506999731063843,"['stand', 'children', 'ride', 'man', 'course', 'story', 'seat', 'plane', 'leg_room', 'easier_access', 'seat', 'area']",12,"['children', 'story', 'seat', 'stand', 'course', 'easier_access', 'leg_room', 'man', 'area', 'plane', 'ride']",11,"flight, plane, window, people, class, ticket, staff, experience, way, passenger"
28632,,"['shoulders', 'especially', 'shoulder', 'right', 'body', 'select', 'seat', 'misaligned', 'window', 'combined', 'lack', 'reclining', 'makes', 'particularly', 'uncomfartable', 'seat', 'actually', 'sits', 'erect', 'average', 'seatbackx92s', 'x93full', 'upx94', 'position', 'bad', 'seat']",,,0,[],0,
24657,,"['seats', 'row', '29', 'recline']",,['airline'],1,['airline'],1,
12486,k,"['old', 'plane', 'service', '2nd', 'row', 'class', 'little', 'bit', 'leg', 'room']",0.3644999861717224,"['leg_room', 'standard_economy', 'space', 'extend_leg', 'premium', 'fee', 'economy', 'seat']",8,"['seat', 'leg_room', 'space', 'fee', 'premium', 'economy', 'standard_economy', 'extend_leg']",8,"flight, plane, window, people, class, ticket, staff, experience, way, passenger"
19755,b,"['row', '16', 'seats', 'recline', '16a', 'particularly', 'uncomfortable', 'protruding', 'form', 'wall', 'panel', 'designed', 'place', 'passengers', 'elbows', 'case', 'misaligned', 'ship', 'n358nw', 'nov']",0.6244000196456909,"['seat', 'toilet', 'leg_space', 'course']",4,"['seat', 'leg_space', 'course', 'toilet']",4,"plane, window, foot, flight, aisle, cabin, passenger, row, business_class, legroom"
18894,a,"['fly', 'china', 'airlines', 'work', 'date', 'times', 'id', 'rate', 'peg', 'cathay', 'pacific', 'planes', 'new', 'wood', 'accent', 'cabin', 'cozy', 'food', 'biggest', 'gripe', 'premium', 'economy', 'seats', 'dont', 'actually', 'recline', 'slide', 'crushing', 'persons', 'leg', 'comfort', 'youre', 'forced', 'awkward', 'slouched', 'position', 'matters', 'worse', 'theres', 'little', 'leg', 'room', 'im', '511', 'arm', 'rests', 'dont', 'fold', 'lay', 'two', 'youre', 'seat', 'nonetheless', 'ive', 'flown', 'uncomfortable', 'planes', 'makes', 'seats']",0.5274999737739563,"['sticks_aisle', 'aisle', 'row_10', 'board', 'risk']",5,"['risk', 'board', 'sticks_aisle', 'aisle', 'row_10']",5,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
11301,n,,0.6103000044822693,"['row_28', 'seat', 'slightly_offset', 'legroom', 'seat', 'seat', 'storage_space', '27b']",8,"['seat', 'storage_space', 'legroom', '27b', 'slightly_offset', 'row_28']",6,"aircraft, flight, plane, service, space, food, people, economy, airline, premium_economy"
23516,,"['outstanding', 'cabin', 'crew', 'seat', 'worst', 'plane', 'paid', 'extra', '65', 'extra', 'legroom', 'seat', 'truely', 'awful', 'seat', 'especially', '13', 'hour', 'flight', 'passengers', 'constantly', 'treat', 'feet', 'stand', 'bums', 'face', 'dont', 'acknowledge', 'existence', 'avoid', 'worth', 'toilets', 'food', 'galleries', 'people', 'bothering', 'cabin', 'crew', 'drinks']",,"['agree_comments', 'seat', 'seat', 'aircraft', 'people_standing_waiting', 'bathroom', 'service', 'trollie', 'meal', 'aile', 'problem']",11,"['seat', 'people_standing_waiting', 'problem', 'agree_comments', 'service', 'aircraft', 'meal', 'aile', 'trollie', 'bathroom']",10,
15866,a,"['seats', 'completely', 'worn', 'nasty', 'looking', 'plane', 'dirty']",0.0714000016450882,"['para', 'poder']",2,"['para', 'poder']",2,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
19278,a,"['given', 'proximity', 'emergency', 'exit', 'pretty', 'cold']",0.6984999775886536,"['child', 'auckland_sydney', '2a_3a', 'kid', 'seat', 'attention', 'staff', 'service', 'bar', 'love', 'emirate', 'class', 'time']",13,"['seat', 'love', 'staff', 'bar', 'auckland_sydney', 'class', 'child', 'emirate', 'kid', 'service', '2a_3a', 'attention', 'time']",13,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
20633,h,"['old', 'comfy', 'cold', 'lining', 'coming', 'plane', 'walls', 'armrest', 'exit', 'seats', 'window']",0.40790000557899475,"['leg_room', 'seat', 'cm', 'seat', 'three_hours']",5,"['leg_room', 'seat', 'cm', 'three_hours']",4,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
26200,,"['350', 'supposed', 'airbus', 'answer', 'boeing', 'dreamliner', 'screamliner', 'thirteen', 'hours', 'endurance', 'cattle', 'class', 'plane', 'poorly', 'designed', 'economy', 'seats', 'cramped', 'flimsy', '170', 'people', 'stuffed', 'plane', 'footrest', 'useless', 'flight', 'attendants', 'work', 'individual', 'ventilation', 'plane', 'quickly', 'hot', 'inflight', 'entertainment', 'boasted', '295', 'channels', 'impossible', 'access', 'times', 'channel', 'change', 'headsets', 'provided', 'stay', 'ears', 'obviously', 'designed', 'older', 'ears', 'hair', 'instructions', 'provided', 'learn', 'navigate', 'handset', 'cup', 'holder', 'looked', 'dangerously', 'flimsy', 'coat', 'hook', 'left', 'seat', 'left', 'plane', 'useless', 'wonder', 'hand', 'coat', 'plus', 'offer', 'wifi', 'usb', 'jack', 'seat', 'singapore', 'airlines', 'wants', 'buy', '60', 'aircraft', 'improve', 'economy', 'class', 'reputation', 'severely', 'stake']",,"['space', 'personal_item', 'access', 'seat', 'aisle', 'seat', 'person', 'coach', 'option', 'trip']",10,"['seat', 'trip', 'space', 'aisle', 'person', 'option', 'coach', 'personal_item', 'access']",9,
29438,,"['extra', 'legroom', 'seat', 'entertainment', 'box', 'seat', 'means', 'legroom', 'restricted', 'making', 'paying', 'extra', 'room', 'pointless', 'vicinity', 'toilets', 'place', 'sit']",,,0,[],0,
14547,f,"['seat', 'seat', 'incredible', 'legroom', 'seat', 'storage', 'aisle', 'angles', 'bumped', 'passengers']",0.6313999891281128,"['plane', 'scephl', 'time', 'cabin_crew', 'seat', 'flight', 'short_haul_flights', 'plane', 'bit', 'pick', 'turboprop', 'plane', 'recommend']",13,"['seat', 'turboprop', 'flight', 'short_haul_flights', 'cabin_crew', 'scephl', 'bit', 'recommend', 'pick', 'plane', 'time']",11,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
11506,b,,0.670799970626831,"['plane', 'time', 'lots_leg_room', 'missing_window', 'panel', 'rest_head', 'sleep', 'seat', 'plane']",9,"['panel', 'seat', 'sleep', 'missing_window', 'rest_head', 'lots_leg_room', 'plane', 'time']",8,"plane, window, foot, flight, aisle, cabin, passenger, row, business_class, legroom"
22328,i,"['seat', 'horrible', 'tall', 'width', 'bulkhead', 'seam', 'runs', 'right', 'shoulder', 'cause', 'lean', 'person', 'sitting', 'right', 'window', 'fly', 'oahu', 'three', 'months', 'pay', 'extra', 'sit', 'seat', 'isle', '16j', 'opposite', 'problems', 'right', 'shoulder', 'pushed', 'bulkhead', 'seam', 'person', 'left', 'gets', 'uncomfortable', 'hours', '10', 'minutes', 'air']",0.5127000212669373,"['economy', 'space', 'flight', 'premium', 'neighbor', 'food', 'rule']",7,"['neighbor', 'flight', 'rule', 'space', 'premium', 'economy', 'food']",7,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
17649,c,"['23g', '772', 'new', 'wtp', 'seat', 'comfortable', 'old', 'wtp', 'seat', 'leg', 'rest', 'seats', 'lumbar', 'support', 'ache', 'avod', 'new', 'style', 'nice', 'underseat', 'storage', 'seat', 'minimized', 'seat', 'support', 'strut', 'row', 'cutting', 'area', 'half', 'backpacks', 'fit', 'seat', 'narrow', 'items', 'seat', 'ahead']",0.7544000148773193,"['extra_legroom', 'seat', 'recline', 'regular_economy', 'tray_table_armrest', 'video', 'seatback', 'cushioning', 'seat', 'exit_row']",10,"['seat', 'regular_economy', 'video', 'seatback', 'cushioning', 'exit_row', 'tray_table_armrest', 'extra_legroom', 'recline']",9,"flight, row, business_class, plane, service, window, food, economy, legroom, aircraft"
19577,a,"['flights', 'nyc', 'barcelona', 'overhead', 'bin', 'useable', 'emergnecy', 'equipment', 'seat', '15e', 'overhead', 'bin', 'half', 'size', 'normal', 'bin']",0.4180999994277954,"['pleasantly_surprised', 'outlet_usb', 'outlet', 'outlet', 'seat', '14_hour_flight']",6,"['seat', 'pleasantly_surprised', 'outlet', '14_hour_flight', 'outlet_usb']",5,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
15030,a,"['narrow', 'seat', 'im', '183m', 'tall', 'legroom', 'extremely', 'reduced', 'case', 'decide', 'store', 'pillow', 'seat', 'pocket', 'stuck', 'problem', 'american', 'seat', 'width', 'know', 'large', 'shoulders', 'fine', 'case', 'size', 'person', 'happened', 'barely', 'fit', 'strongly', 'recommend', 'aisle', 'main', 'cabin', 'extra']",0.6097000241279602,"['seat', 'want', 'window', 'mistake', 'paying_extra', 'window', 'seat', 'ba', 'pay_extra', 'people', 'book', 'window', 'seat']",13,"['seat', 'want', 'pay_extra', 'mistake', 'people', 'ba', 'paying_extra', 'window', 'book']",9,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
19682,j,"['wasnt', 'seat', 'right', 'galley', 'lavatories', 'loud', 'seat', 'right', 'emergency', 'exit', 'makes', 'cold', 'day']",0.43860000371932983,"['window', 'seat', 'inflight_entertainment_box', 'seat', 'cramp', 'plenty_foot_space', 'screen', 'seat', 'inflight', 'power_available', 'seat', 'sit', 'man']",13,"['plenty_foot_space', 'seat', 'inflight', 'cramp', 'power_available', 'screen', 'inflight_entertainment_box', 'sit', 'man', 'window']",10,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
5994,f,"['lhrsoflhr', 'seat', '1a', 'upgraded', 'a320', 'directions', 'check', 't5', 'quick', 'galleries', 'lounge', 'fine', 'departed', 'time', 'breakfast', 'served', 'pretty', 'nice', 'crew', 'room', 'business', 'class', 'appears', 'getting', 'return', 'check', 'quick', 'security', 'sofia', 'slow', 'lounge', 'worth', 'flight', 'delayed', 'hour', 'weather', 'away', 'decent', 'meal', 'served', 'nice', 'crew', 'landed', '30', 'min', 'late', 'remote', 'stand', 'bags', 'belt', 'time', 'reached']",0.4927000105381012,"['seat', 'food', 'upgrade', 'option', 'restriction', 'overall_happy']",6,"['seat', 'upgrade', 'overall_happy', 'option', 'food', 'restriction']",6,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
10892,h,,0.7675999999046326,"['seat', 'reason', 'people_standing', 'odour', 'avoid_possible']",5,"['seat', 'people_standing', 'avoid_possible', 'reason', 'odour']",5,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
9382,j,"['unverified', 'bournemouth', 'malta', 'return', 'outbound', 'inbound', 'flights', 'excellent', 'cabin', 'crew', 'friendly', 'efficient', 'fault', 'ryanair', 'boeing', '737', 'comfortable', 'aircraft', 'select', 'exit', 'row', 'seats', 'bit', 'extra', 'legroom', 'journey', 'comfortable', 'flying']",0.694599986076355,"['times_year', 'approach', 'customer', 'efficient_professional', 'time', 'change', 'years_ago', 'staff_member', 'vibe', 'ensure', 'trip']",11,"['times_year', 'customer', 'staff_member', 'ensure', 'efficient_professional', 'years_ago', 'change', 'trip', 'approach', 'vibe', 'time']",11,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
21541,j,"['frozen', 'cold', 'seat', 'restricted', 'door', 'draft', 'unbelievable', 'feet', 'ice', 'journey', 'jacket', 'addition', 'toilet', 'extremely', 'near', 'positive', 'reality', 'certain', 'times', 'people', 'waiting', 'standing', 'space', 'worth', '75', 'paid']",0.6011000275611877,"['economy_comfort', 'extra_leg_room', 'leg', 'extra_room', 'circuit', 'breaker', 'row_10', 'seat', 'row_11']",9,"['economy_comfort', 'leg', 'seat', 'row_11', 'extra_leg_room', 'breaker', 'extra_room', 'row_10', 'circuit']",9,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
13605,h,"['air', 'france', 'improved', 'airline', 'aspects', 'a380', 'business', 'class', 'flat', 'bed', 'tilts', 'uncimfortable', 'angle', 'older', 'generation', 'configuration', 'needs', 'updated']",0.6904000043869019,"['comment', 'flight']",2,"['flight', 'comment']",2,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
1835,j,"['detroit', 'new', 'york', 'experience', 'american', 'online', 'boarding', 'pass', 'links', 'work', 'agents', 'print', 'layover', 'city', 'flight', 'home', 'cancelled', 'voucher', 'offered', 'arrived', 'charlotte', 'agent', 'gate', 'help', 'agent', 'gate', 'kiosk', 'flight', 'information', 'bad', 'customer', 'service']",0.9070000052452087,"['new_york', 'experience', 'boarding_pass', 'link', 'agent', 'home', 'voucher', 'information', 'customer_service']",9,"['link', 'experience', 'voucher', 'new_york', 'home', 'customer_service', 'boarding_pass', 'information', 'agent']",9,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
28531,,"['class', 'seats', 'ok', 'bit', 'worn', 'comparison', 'seats', 'european', 'business', 'class', 'seats', 'screens', 'power', 'outlets', 'seats', 'major', 'inconvenience', 'want', 'use', 'oxygen', 'concentrator', 'powerthe', 'luxury', 'forcing', 'use', 'wireless', 'profit', 'center', 'customer', 'service', 'failure', 'support', 'chrome', 'wireless', 'incomprehensible', 'major', 'minor', 'rogue', 'one', 'major', 'inconvenience', 'lack', 'real', 'customer', 'service', 'business', 'leisure', 'travelers', 'class', 'food', 'ok', 'consider', 'classfar', 'shown', 'example', 'tourist', 'class', 'air', 'francewhere', 'glass', 'champagne', 'tourist', 'class', 'moderately', 'comfortable', 'experience', 'larger', 'seat', 'size', 'premier', 'service']",,,0,[],0,
